FILME	EXAME	ALVO	MIN	MAX
20TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
20TSYHTS32MR	COF NT-NT DIN	0.3	0.2	0.55
20TSYHTS32MR-L2	COF NT-NT DIN	0.3	0.2	0.55
20TSYHTS32MR-L3	COF NT-NT DIN	0.3	0.2	0.55
20TSYL8232MR	COF NT-NT DIN	0.25	0.2	0.3
20TSYUHS32MR	COF NT-NT DIN	0.25	0.2	0.35
20TSYUHS32MR-L2	COF NT-NT DIN	0.25	0.2	0.35
20TSYUHS32MR-L3	COF NT-NT DIN	0.25	0.2	0.35
22TBB12MR-L2	COF NT-NT DIN	0.3	0.2	0.4
22TBM10	COF NT-NT DIN	0,3	0,2	0,4
22TBPRLB32MR-L2	COF NT-NT DIN	0.35	0.2	0.55
22TFA02MR-L3	COF NT-NT DIN	0,5	0,3	0,7
22TSY32MR	COF NT-NT DIN	0,4	0,2	0,65
24TFA02MR-L3	COF NT-NT DIN	0,5	0,3	0,7
25TMS10	COF NT-NT DIN	0.35	0.2	0.4
25TMSL8210	COF NT-NT DIN	0.35	0.2	0.4
25TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
25TSBL8212MR-L2	COF NT-NT DIN	0.3	0,2	0,4
25TSBL8212MR-L3	COF NT-NT DIN	0.3	0,2	0,4
25TSY32MR-L2	COF NT-NT DIN	0,4	0,2	0,65
25TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
25TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
25TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
25TSYCF32MR-L3	COF NT-NT DIN	0.45	0.2	0.6
26TBB12MR-EV	COF NT-NT DIN	0.3	0.2	0.4
26TBB12MR-L2	COF NT-NT DIN	0.3	0.2	0.4
26TBM10	COF NT-NT DIN	0,3	0,2	0,4
26TBPRLB32MR-L2	COF NT-NT DIN	0.35	0.2	0.55
28TFA02MR-L3	COF NT-NT DIN	0,5	0,3	0,7
30TMS10	COF NT-NT DIN	0.35	0.2	0.4
30TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
30TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
30TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
30TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
30TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
35TSY32MR-L2	COF NT-NT DIN	0,4	0,2	0,65
35TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
35TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
35TSYCF32MR-L3	COF NT-NT DIN	0.45	0.2	0.6
40TBPPSL22MR-L2	COF NT-NT DIN	0.5	0.25	0.7
40TBPPSL23MR-L2	COF NT-NT DIN	0.5	0.25	0.7
40TSY32MR-L2	COF NT-NT DIN	0,4	0,2	0,65
40TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
40TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
40TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
40TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
45TMS10	COF NT-NT DIN	0.35	0.2	0.4
45TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
45TSYL8232MR-EV	COF NT-NT DIN	0.45	0.25	0.65
45TSYL8232MR-L3	COF NT-NT DIN	0.3	0.18	0.32
50TMS10	COF NT-NT DIN	0.35	0.2	0.4
50TPY03MR-L3	COF NT-NT DIN	0,42	0,2	0,53
50TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
50TSY32MR-L2	COF NT-NT DIN	0,4	0,2	0,65
50TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
50TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
50TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
50TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
15TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
15TSY32MR	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
17TBPGFT32MR-L2	COF NT-NT DIN IMEDIATO	0.3	0.18	0.45
17TMSHTS10	COF NT-NT DIN IMEDIATO	0.22		0.35
17TPY02MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,25	0,53
17TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
17TSBHTS21MR-L3	COF NT-NT DIN IMEDIATO	0,25		0,35
17TSY32MR	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
17TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
17TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
17TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
17TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
17TSYCMS32MR	COF NT-NT DIN IMEDIATO	0.24	0.22	0.28
17TSYHTS32MR	COF NT-NT DIN IMEDIATO	0.22	0.13	0.27
18TSY32MR	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
18TSYCSY32MR	COF NT-NT DIN IMEDIATO	0,33	0,35	0,4
19TBPCSL32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,45
19TBPGFT32MR-L2	COF NT-NT DIN IMEDIATO	0.3	0.18	0.45
19TPYRL02MR-L3	COF NT-NT DIN IMEDIATO	0.25	0.20	0.3
20TBPHGS32MR-L2	COF NT-NT DIN IMEDIATO	0,22	0,15	0,3
20TFA02MR-L3	COF NT-NT DIN IMEDIATO	0,45	0,3	0,65
20TMA12MR	COF NT-NT DIN IMEDIATO	0,55	0,25	0,6
20TMA32MR-L2	COF NT-NT DIN IMEDIATO	0,45	0,25	0,52
20TMAPLN02MR	COF NT-NT DIN IMEDIATO	0,55	0,25	0,6
20TMSHTS10	COF NT-NT DIN IMEDIATO	0.22		0.35
20TPY02MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,25	0,53
20TPY03MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,25	0,53
20TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
20TSBHTS21MR-L3	COF NT-NT DIN IMEDIATO	0,25		0,35
20TSBL8212MR-L2	COF NT-NT DIN IMEDIATO	0.3	0,2	0,4
20TSY32MR	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
20TSY32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
20TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
20TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
20TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
20TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
20TSYHTS32MR	COF NT-NT DIN IMEDIATO	0.22	0.13	0.27
20TSYHTS32MR-L2	COF NT-NT DIN IMEDIATO	0.22	0.13	0.27
20TSYHTS32MR-L3	COF NT-NT DIN IMEDIATO	0.22	0.13	0.27
20TSYL8232MR	COF NT-NT DIN IMEDIATO	0.35	0.2	0.4
20TSYUHS32MR	COF NT-NT DIN IMEDIATO	0.2	0.15	0.25
20TSYUHS32MR-L2	COF NT-NT DIN IMEDIATO	0.2	0.15	0.25
20TSYUHS32MR-L3	COF NT-NT DIN IMEDIATO	0.2	0.15	0.25
22TBB12MR-L2	COF NT-NT DIN IMEDIATO	0.35	0.2	0.45
22TBPRLB32MR-L2	COF NT-NT DIN IMEDIATO	0.25	0.15	0.35
22TFA02MR-L3	COF NT-NT DIN IMEDIATO	0,45	0,3	0,65
22TSY32MR	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
24TFA02MR-L3	COF NT-NT DIN IMEDIATO	0,45	0,3	0,65
25TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
25TSBL8212MR-L2	COF NT-NT DIN IMEDIATO	0.3	0,2	0,4
25TSBL8212MR-L3	COF NT-NT DIN IMEDIATO	0.3	0,2	0,4
25TSY32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
25TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
25TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
25TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
25TSYCF32MR-L3	COF NT-NT DIN IMEDIATO	0.35	0.25	0.53
26TBB12MR-EV	COF NT-NT DIN IMEDIATO	0.35	0.2	0.45
26TBB12MR-L2	COF NT-NT DIN IMEDIATO	0.35	0.2	0.45
26TBPRLB32MR-L2	COF NT-NT DIN IMEDIATO	0.25	0.15	0.35
28TFA02MR-L3	COF NT-NT DIN IMEDIATO	0,45	0,3	0,65
30TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
30TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
30TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
30TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
30TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
35TSY32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
35TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
35TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
35TSYCF32MR-L3	COF NT-NT DIN IMEDIATO	0.35	0.25	0.53
40TBPPSL22MR-L2	COF NT-NT DIN IMEDIATO	0.5	0.35	0.7
40TBPPSL23MR-L2	COF NT-NT DIN IMEDIATO	0.5	0.35	0.7
40TSY32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
40TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
40TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
40TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
40TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
45TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
45TSYL8232MR-EV	COF NT-NT DIN IMEDIATO	0.3	0.25	0.4
45TSYL8232MR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
50TPY03MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,25	0,53
50TSB21MR-L3	COF NT-NT DIN IMEDIATO	0,4	0,2	0,5
50TSY32MR-L2	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
50TSY32MR-L3	COF NT-NT DIN IMEDIATO	0,35	0,2	0,4
50TSY32XMR	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
50TSY32XMR-L2	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
50TSY32XMR-L3	COF NT-NT DIN IMEDIATO	0.3	0.2	0.4
15TMS10	DENSIDADE �PTICA	2,2	2	
17TMS10	DENSIDADE �PTICA	2,2	2	
20TBM10	DENSIDADE �PTICA	2	1,9	
20TMA32MR-L2	DENSIDADE �PTICA	17,4	16,9	17,9
20TMS10	DENSIDADE �PTICA	2,2	2	
20TMSL8210	DENSIDADE �PTICA	2,2	2	
22TBM10	DENSIDADE �PTICA	2	1,9	
25TMS10	DENSIDADE �PTICA	2,2	2	
25TMSL8210	DENSIDADE �PTICA	2,2	2	
26TBM10	DENSIDADE �PTICA	2	1,9	
30TMS10	DENSIDADE �PTICA	2,2	2	
50TMS10	DENSIDADE �PTICA	2,2	2	
15TSB21MR-L3	ENCOLHIMENTO DM	3		5
15TSY32MR	ENCOLHIMENTO DM	3		5
17TBPGFT32MR-L2	ENCOLHIMENTO DM	3		5
17TPY02MR-L3	ENCOLHIMENTO DM	3		5
17TSB21MR-L3	ENCOLHIMENTO DM	3		5
17TSBHTS21MR-L3	ENCOLHIMENTO DM	3		6
17TSY32MR	ENCOLHIMENTO DM	3		5
17TSY32MR-L3	ENCOLHIMENTO DM	3		5
17TSY32XMR	ENCOLHIMENTO DM	3		5
17TSY32XMR-L2	ENCOLHIMENTO DM	3		5
17TSY32XMR-L3	ENCOLHIMENTO DM	3		5
17TSYCMS32MR	ENCOLHIMENTO DM	3		5
17TSYHTS32MR	ENCOLHIMENTO DM	3		5
18TSY32MR	ENCOLHIMENTO DM	3		5
18TSYCSY32MR	ENCOLHIMENTO DM	8	7	5
19TBPCSL32MR-L2	ENCOLHIMENTO DM	3		5
19TBPGFT32MR-L2	ENCOLHIMENTO DM	3		5
19TPYRL02MR-L3	ENCOLHIMENTO DM	3		5
20TBM10	ENCOLHIMENTO DM	3		5
20TBPHGS32MR-L2	ENCOLHIMENTO DM	3		5
20TFA02MR-L3	ENCOLHIMENTO DM	3		5
20TFC30MR	ENCOLHIMENTO DM	6	5	
20TFCHSK30MR	ENCOLHIMENTO DM	9	8	
20TFCL8230MR	ENCOLHIMENTO DM	6	5	
20TMA12MR	ENCOLHIMENTO DM	3		5
20TMA32MR-L2	ENCOLHIMENTO DM	3		5
20TMAPLN02MR	ENCOLHIMENTO DM	3		5
20TPY02MR-L3	ENCOLHIMENTO DM	3		5
20TPY03MR-L3	ENCOLHIMENTO DM	3		5
20TSB21MR-L3	ENCOLHIMENTO DM	3		5
20TSBHTS21MR-L3	ENCOLHIMENTO DM	3		6
20TSBL8212MR-L2	ENCOLHIMENTO DM	3		5
20TSY32MR	ENCOLHIMENTO DM	3		5
20TSY32MR-L2	ENCOLHIMENTO DM	3		5
20TSY32MR-L3	ENCOLHIMENTO DM	3		5
20TSY32XMR	ENCOLHIMENTO DM	3		5
20TSY32XMR-L2	ENCOLHIMENTO DM	3		5
20TSY32XMR-L3	ENCOLHIMENTO DM	3		5
20TSYHTS32MR	ENCOLHIMENTO DM	3		5
20TSYHTS32MR-L2	ENCOLHIMENTO DM	3		5
20TSYHTS32MR-L3	ENCOLHIMENTO DM	3		5
20TSYL8232MR	ENCOLHIMENTO DM	3		5
20TSYUHS32MR	ENCOLHIMENTO DM	3		5
20TSYUHS32MR-L2	ENCOLHIMENTO DM	3		5
20TSYUHS32MR-L3	ENCOLHIMENTO DM	3		5
22TBB12MR-L2	ENCOLHIMENTO DM	3		5
22TBM10	ENCOLHIMENTO DM	3		5
22TBPCSL32MR-L2	ENCOLHIMENTO DM	3		5
22TBPRLB32MR-L2	ENCOLHIMENTO DM	3		5
22TFA02MR-L3	ENCOLHIMENTO DM	3		5
22TSY32MR	ENCOLHIMENTO DM	3		5
24TFA02MR-L3	ENCOLHIMENTO DM	3		5
25TFC30MR	ENCOLHIMENTO DM	6	5	
25TFCL8230MR	ENCOLHIMENTO DM	6	5	
25TSB21MR-L3	ENCOLHIMENTO DM	3		5
25TSBL8212MR-L2	ENCOLHIMENTO DM	3		5
25TSBL8212MR-L3	ENCOLHIMENTO DM	3		5
25TSY32MR-L2	ENCOLHIMENTO DM	3		5
25TSY32XMR	ENCOLHIMENTO DM	3		5
25TSY32XMR-L2	ENCOLHIMENTO DM	3		5
25TSY32XMR-L3	ENCOLHIMENTO DM	3		5
25TSYCF32MR-L3	ENCOLHIMENTO DM	3		5
26TBB12MR-EV	ENCOLHIMENTO DM	3		5
26TBB12MR-L2	ENCOLHIMENTO DM	3		5
26TBM10	ENCOLHIMENTO DM	3		5
26TBPRLB32MR-L2	ENCOLHIMENTO DM	3		5
28TFA02MR-L3	ENCOLHIMENTO DM	3		5
30TFC30MR	ENCOLHIMENTO DM	6	5	
30TSB21MR-L3	ENCOLHIMENTO DM	3		5
30TSY32MR-L3	ENCOLHIMENTO DM	3		5
30TSY32XMR	ENCOLHIMENTO DM	3		5
30TSY32XMR-L2	ENCOLHIMENTO DM	3		5
30TSY32XMR-L3	ENCOLHIMENTO DM	3		5
35TSY32MR-L2	ENCOLHIMENTO DM	3		5
35TSY32MR-L3	ENCOLHIMENTO DM	3		5
35TSY32XMR-L2	ENCOLHIMENTO DM	3		5
35TSYCF32MR-L3	ENCOLHIMENTO DM	3		5
40TBPPSL22MR-L2	ENCOLHIMENTO DM	3		5
40TBPPSL23MR-L2	ENCOLHIMENTO DM	3		5
40TSY32MR-L2	ENCOLHIMENTO DM	3		5
40TSY32MR-L3	ENCOLHIMENTO DM	3		5
40TSY32XMR	ENCOLHIMENTO DM	3		5
40TSY32XMR-L2	ENCOLHIMENTO DM	3		5
40TSY32XMR-L3	ENCOLHIMENTO DM	3		5
45TSB21MR-L3	ENCOLHIMENTO DM	3		5
45TSYL8232MR-EV	ENCOLHIMENTO DM	3		5
45TSYL8232MR-L3	ENCOLHIMENTO DM	3		5
50TPY03MR-L3	ENCOLHIMENTO DM	3		5
50TSB21MR-L3	ENCOLHIMENTO DM	3		5
50TSY32MR-L2	ENCOLHIMENTO DM	3		5
50TSY32MR-L3	ENCOLHIMENTO DM	3		5
50TSY32XMR	ENCOLHIMENTO DM	3		5
50TSY32XMR-L2	ENCOLHIMENTO DM	3		5
50TSY32XMR-L3	ENCOLHIMENTO DM	3		5
15TSB21MR-L3	ENCOLHIMENTO DT	1		3
15TSY32MR	ENCOLHIMENTO DT	1		3
17TBPGFT32MR-L2	ENCOLHIMENTO DT	1		3
17TPY02MR-L3	ENCOLHIMENTO DT	1		3
17TSB21MR-L3	ENCOLHIMENTO DT	1		3
17TSBHTS21MR-L3	ENCOLHIMENTO DT	1		4
17TSY32MR	ENCOLHIMENTO DT	1		3
17TSY32MR-L3	ENCOLHIMENTO DT	1		3
17TSY32XMR	ENCOLHIMENTO DT	1		3
17TSY32XMR-L2	ENCOLHIMENTO DT	1		3
17TSY32XMR-L3	ENCOLHIMENTO DT	1		3
17TSYCMS32MR	ENCOLHIMENTO DT	1		3
17TSYHTS32MR	ENCOLHIMENTO DT	1		3
18TSY32MR	ENCOLHIMENTO DT	1		3
18TSYCSY32MR	ENCOLHIMENTO DT	9	8	3
19TBPCSL32MR-L2	ENCOLHIMENTO DT	1		3
19TBPGFT32MR-L2	ENCOLHIMENTO DT	1		3
19TPYRL02MR-L3	ENCOLHIMENTO DT	1		3
20TBM10	ENCOLHIMENTO DT	1		3
20TBPHGS32MR-L2	ENCOLHIMENTO DT	1		3
20TFA02MR-L3	ENCOLHIMENTO DT	1		3
20TFC30MR	ENCOLHIMENTO DT	4	3	
20TFCHSK30MR	ENCOLHIMENTO DT	10	8	
20TFCL8230MR	ENCOLHIMENTO DT	4	3	
20TMA12MR	ENCOLHIMENTO DT	1		3
20TMA32MR-L2	ENCOLHIMENTO DT	1		3
20TMAPLN02MR	ENCOLHIMENTO DT	1		3
20TPY02MR-L3	ENCOLHIMENTO DT	1		3
20TPY03MR-L3	ENCOLHIMENTO DT	1		3
20TSB21MR-L3	ENCOLHIMENTO DT	1		3
20TSBHTS21MR-L3	ENCOLHIMENTO DT	1		4
20TSBL8212MR-L2	ENCOLHIMENTO DT	1		3
20TSY32MR	ENCOLHIMENTO DT	1		3
20TSY32MR-L2	ENCOLHIMENTO DT	1		3
20TSY32MR-L3	ENCOLHIMENTO DT	1		3
20TSY32XMR	ENCOLHIMENTO DT	1		3
20TSY32XMR-L2	ENCOLHIMENTO DT	1		3
20TSY32XMR-L3	ENCOLHIMENTO DT	1		3
20TSYHTS32MR	ENCOLHIMENTO DT	1		3
20TSYHTS32MR-L2	ENCOLHIMENTO DT	1		3
20TSYHTS32MR-L3	ENCOLHIMENTO DT	1		3
20TSYL8232MR	ENCOLHIMENTO DT	1		3
20TSYUHS32MR	ENCOLHIMENTO DT	1		3
20TSYUHS32MR-L2	ENCOLHIMENTO DT	1		3
20TSYUHS32MR-L3	ENCOLHIMENTO DT	1		3
22TBB12MR-L2	ENCOLHIMENTO DT	1		3
22TBM10	ENCOLHIMENTO DT	1		3
22TBPCSL32MR-L2	ENCOLHIMENTO DT	1		3
22TBPRLB32MR-L2	ENCOLHIMENTO DT	1		3
22TFA02MR-L3	ENCOLHIMENTO DT	1		3
22TSY32MR	ENCOLHIMENTO DT	1		3
24TFA02MR-L3	ENCOLHIMENTO DT	1		3
25TFC30MR	ENCOLHIMENTO DT	4	3	
25TFCL8230MR	ENCOLHIMENTO DT	4	3	
25TSB21MR-L3	ENCOLHIMENTO DT	1		3
25TSBL8212MR-L2	ENCOLHIMENTO DT	1		3
25TSBL8212MR-L3	ENCOLHIMENTO DT	1		3
25TSY32MR-L2	ENCOLHIMENTO DT	1		3
25TSY32XMR	ENCOLHIMENTO DT	1		3
25TSY32XMR-L2	ENCOLHIMENTO DT	1		3
25TSY32XMR-L3	ENCOLHIMENTO DT	1		3
25TSYCF32MR-L3	ENCOLHIMENTO DT	1		3
26TBB12MR-EV	ENCOLHIMENTO DT	1		3
26TBB12MR-L2	ENCOLHIMENTO DT	1		3
26TBM10	ENCOLHIMENTO DT	1		3
26TBPRLB32MR-L2	ENCOLHIMENTO DT	1		3
28TFA02MR-L3	ENCOLHIMENTO DT	1		3
30TFC30MR	ENCOLHIMENTO DT	4	3	
30TSB21MR-L3	ENCOLHIMENTO DT	1		3
30TSY32MR-L3	ENCOLHIMENTO DT	1		3
30TSY32XMR	ENCOLHIMENTO DT	1		3
30TSY32XMR-L2	ENCOLHIMENTO DT	1		3
30TSY32XMR-L3	ENCOLHIMENTO DT	1		3
35TSY32MR-L2	ENCOLHIMENTO DT	1		3
35TSY32MR-L3	ENCOLHIMENTO DT	1		3
35TSY32XMR-L2	ENCOLHIMENTO DT	1		3
35TSYCF32MR-L3	ENCOLHIMENTO DT	1		3
40TBPPSL22MR-L2	ENCOLHIMENTO DT	1		3
40TBPPSL23MR-L2	ENCOLHIMENTO DT	1		3
40TSY32MR-L2	ENCOLHIMENTO DT	1		3
40TSY32MR-L3	ENCOLHIMENTO DT	1		3
40TSY32XMR	ENCOLHIMENTO DT	1		3
40TSY32XMR-L2	ENCOLHIMENTO DT	1		3
40TSY32XMR-L3	ENCOLHIMENTO DT	1		3
45TSB21MR-L3	ENCOLHIMENTO DT	1		3
45TSYL8232MR-EV	ENCOLHIMENTO DT	1		3
45TSYL8232MR-L3	ENCOLHIMENTO DT	1		3
50TPY03MR-L3	ENCOLHIMENTO DT	1		3
50TSB21MR-L3	ENCOLHIMENTO DT	1		3
50TSY32MR-L2	ENCOLHIMENTO DT	1		3
50TSY32MR-L3	ENCOLHIMENTO DT	1		3
50TSY32XMR	ENCOLHIMENTO DT	1		3
50TSY32XMR-L2	ENCOLHIMENTO DT	1		3
50TSY32XMR-L3	ENCOLHIMENTO DT	1		3
15TSB21MR-L3	ESPESSURA	15	14,6	15,5
15TSY32MR	ESPESSURA	15	14,6	15,5
17TBPGFT32MR-L2	ESPESSURA	22.7	22	23.3
17TPY02MR-L3	ESPESSURA	17	16,5	17,5
17TSB21MR-L3	ESPESSURA	17	16,5	17,5
17TSBHTS21MR-L3	ESPESSURA	17	16,5	17,5
17TSY32MR	ESPESSURA	17	16,5	17,5
17TSY32MR-L3	ESPESSURA	17	16,5	17,5
17TSY32XMR	ESPESSURA	17	16.5	17.5
17TSY32XMR-L2	ESPESSURA	17	16.5	17.5
17TSY32XMR-L3	ESPESSURA	17	16.5	17.5
17TSYCMS32MR	ESPESSURA	17	16,5	17,5
17TSYHTS32MR	ESPESSURA	17	16.5	
18TSY32MR	ESPESSURA	18	17,5	18,5
18TSYCSY32MR	ESPESSURA	18	17,5	18,5
19TBPCSL32MR-L2	ESPESSURA	25,3	24	26,7
19TBPGFT32MR-L2	ESPESSURA	25.3	24.6	26.1
19TPYRL02MR-L3	ESPESSURA	19	18.4	19.6
20TBM10	ESPESSURA	26,7	25,9	27,5
20TBPHGS32MR-L2	ESPESSURA	26,7	25,3	28
20TFA02MR-L3	ESPESSURA	20	19,4	20,6
20TFC30MR	ESPESSURA	20	19,4	20,6
20TFCHSK30MR	ESPESSURA	20	19,4	20,6
20TFCL8230MR	ESPESSURA	20	19,4	20,6
20TMA12MR	ESPESSURA	20	19,4	20,6
20TMA32MR-L2	ESPESSURA	20	19,4	20,6
20TMAPLN02MR	ESPESSURA	20	19,4	20,6
20TPY02MR-L3	ESPESSURA	20	19,4	20,6
20TPY03MR-L3	ESPESSURA	20	19,4	20,6
20TSB21MR-L3	ESPESSURA	20	19,4	20,6
20TSBHTS21MR-L3	ESPESSURA	20	19,4	20,6
20TSBL8212MR-L2	ESPESSURA	20	19.4	20.6
20TSY32MR	ESPESSURA	20	19,4	20,6
20TSY32MR-L2	ESPESSURA	20	19,4	20,6
20TSY32MR-L3	ESPESSURA	20	19,4	20,6
20TSY32XMR	ESPESSURA	20	19.4	20.6
20TSY32XMR-L2	ESPESSURA	20	19.4	20.6
20TSY32XMR-L3	ESPESSURA	20	19.4	20.6
20TSYHTS32MR	ESPESSURA	20	19.4	
20TSYHTS32MR-L2	ESPESSURA	20	19.4	
20TSYHTS32MR-L3	ESPESSURA	20	19.4	
20TSYL8232MR	ESPESSURA	20	19.4	20.6
20TSYUHS32MR	ESPESSURA	20	19,4	20,6
20TSYUHS32MR-L2	ESPESSURA	20	19,4	20,6
20TSYUHS32MR-L3	ESPESSURA	20	19,4	20,6
22TBB12MR-L2	ESPESSURA	29,3	28,5	30,2
22TBM10	ESPESSURA	29,3	28,5	30,2
22TBPCSL32MR-L2	ESPESSURA	29,3	28	30,7
22TBPHGS32MR-L2	ESPESSURA	29,3	28	30,7
22TBPRLB32MR-L2	ESPESSURA	31.4	30.5	32.4
22TFA02MR-L3	ESPESSURA	22	21,3	22,7
22TSY32MR	ESPESSURA	22	21,3	22,7
24TFA02MR-L3	ESPESSURA	24	23,3	24,7
25TFC30MR	ESPESSURA	25	24,3	25,8
25TFCL8230MR	ESPESSURA	25	24,3	25,8
25TSB21MR-L3	ESPESSURA	25	24,3	25,8
25TSBL8212MR-L2	ESPESSURA	24.4	23.7	25
25TSBL8212MR-L3	ESPESSURA	24.4	23.7	25
25TSY32MR-L2	ESPESSURA	25	24,3	25,8
25TSY32XMR	ESPESSURA	25	24.3	25.8
25TSY32XMR-L2	ESPESSURA	25	24.3	25.8
25TSY32XMR-L3	ESPESSURA	25	24.3	25.8
25TSYCF32MR-L3	ESPESSURA	25	24.3	25.8
26TBB12MR-EV	ESPESSURA	34.7	33.6	35.7
26TBB12MR-L2	ESPESSURA	34.7	33.6	35.7
26TBM10	ESPESSURA	34,7	33,6	35,7
26TBPHGS32MR-L2	ESPESSURA	34,7	33,3	36
26TBPRLB32MR-L2	ESPESSURA	37.1	36	38.2
28TFA02MR-L3	ESPESSURA	28	27,2	28,8
30TFC30MR	ESPESSURA	30	29,1	30,9
30TSB21MR-L3	ESPESSURA	30	29,1	30,9
30TSY32MR-L3	ESPESSURA	30	29,1	30,9
30TSY32XMR	ESPESSURA	30	29.1	30.9
30TSY32XMR-L2	ESPESSURA	30	29.1	30.9
30TSY32XMR-L3	ESPESSURA	30	29.1	30.9
35TSY32MR-L2	ESPESSURA	35	34	36,1
35TSY32MR-L3	ESPESSURA	35	34	36,1
35TSY32XMR-L2	ESPESSURA	35	34.0	36.1
35TSYCF32MR-L3	ESPESSURA	35	34	36.1
40TBPPSL22MR-L2	ESPESSURA	58	55	61
40TBPPSL23MR-L2	ESPESSURA	58	55	61
40TSY32MR-L2	ESPESSURA	40	38,8	41,2
40TSY32MR-L3	ESPESSURA	40	38,8	41,2
40TSY32XMR	ESPESSURA	40	38.8	41.2
40TSY32XMR-L2	ESPESSURA	40	38.8	41.2
40TSY32XMR-L3	ESPESSURA	40	38.8	41.2
45TSB21MR-L3	ESPESSURA	45	43,7	46,4
45TSYL8232MR-EV	ESPESSURA	45	42.8	47.3
45TSYL8232MR-L3	ESPESSURA	45	42.8	47.3
50TPY03MR-L3	ESPESSURA	50	48,5	51,5
